0.000000000000000000e+00,1.474485415946974742e-01
2.083333333333333218e-02,1.442229270836996036e-01
4.166666666666666435e-02,1.423496650348663461e-01
6.250000000000000000e-02,1.413546069045262810e-01
8.333333333333332871e-02,1.409255280851914593e-01
1.041666666666666574e-01,1.408566577185528523e-01
1.250000000000000000e-01,1.410148868637588204e-01
1.458333333333333148e-01,1.413135199514705398e-01
1.666666666666666574e-01,1.416924063485786311e-01
1.875000000000000000e-01,1.421162255246276040e-01
2.083333333333333148e-01,1.425629776793318204e-01
2.291666666666666574e-01,1.430118230794307499e-01
2.500000000000000000e-01,1.434541873995319183e-01
2.708333333333333148e-01,1.438840464585289525e-01
2.916666666666666297e-01,1.442987412817294535e-01
3.125000000000000000e-01,1.446950368176258828e-01
3.333333333333333148e-01,1.450718776273786370e-01
3.541666666666666297e-01,1.454274033792094523e-01
3.750000000000000000e-01,1.457637215203729797e-01
3.958333333333333148e-01,1.460822601489457917e-01
4.166666666666666297e-01,1.463816789434773669e-01
4.375000000000000000e-01,1.466626025210647777e-01
4.583333333333333148e-01,1.469271126120620385e-01
4.791666666666666297e-01,1.471737812582870897e-01
5.000000000000000000e-01,1.474030295494136167e-01
5.208333333333332593e-01,1.476157812044883166e-01
5.416666666666666297e-01,1.478147819377372552e-01
5.625000000000000000e-01,1.479987780686264354e-01
5.833333333333332593e-01,1.481695260120621804e-01
6.041666666666666297e-01,1.483329931146835090e-01
6.250000000000000000e-01,1.484913334994085454e-01
6.458333333333332593e-01,1.486424784178689840e-01
6.666666666666666297e-01,1.487840625309948539e-01
6.875000000000000000e-01,1.489180860047064070e-01
7.083333333333332593e-01,1.490457881830307141e-01
7.291666666666666297e-01,1.491628712248567190e-01
7.500000000000000000e-01,1.492715562387098294e-01
7.708333333333332593e-01,1.493769032691066034e-01
7.916666666666666297e-01,1.494799028194484791e-01
8.125000000000000000e-01,1.495793523602546027e-01
8.333333333333332593e-01,1.496739206207053086e-01
8.541666666666666297e-01,1.497642111802813536e-01
8.750000000000000000e-01,1.498503865138976765e-01
8.958333333333332593e-01,1.499322957767914299e-01
9.166666666666666297e-01,1.500090456063827848e-01
9.375000000000000000e-01,1.500807394599993072e-01
9.583333333333332593e-01,1.501469982377928725e-01
9.791666666666666297e-01,1.502087814225713525e-01
1.000000000000000000e+00,1.502663424731070785e-01
1.020833333333333259e+00,1.503191702864100920e-01
1.041666666666666519e+00,1.503662161908136397e-01
1.062500000000000000e+00,1.504094281735546823e-01
1.083333333333333259e+00,1.504494353270031948e-01
1.104166666666666519e+00,1.504864037177644498e-01
1.125000000000000000e+00,1.505204311081776436e-01
1.145833333333333259e+00,1.505496444436144887e-01
1.166666666666666519e+00,1.505772777318911404e-01
1.187500000000000000e+00,1.506065101510674631e-01
1.208333333333333259e+00,1.506352651619259631e-01
1.229166666666666519e+00,1.506648504561602653e-01
1.250000000000000000e+00,1.506949646667182230e-01
1.270833333333333259e+00,1.507250330495812918e-01
1.291666666666666519e+00,1.507528879631844232e-01
1.312500000000000000e+00,1.507788317190933147e-01
1.333333333333333259e+00,1.508016687518110022e-01
1.354166666666666519e+00,1.508231903768209869e-01
1.375000000000000000e+00,1.508426369968081937e-01
1.395833333333333259e+00,1.508603241552199381e-01
1.416666666666666519e+00,1.508752986804044460e-01
1.437500000000000000e+00,1.508893767087500226e-01
1.458333333333333259e+00,1.509018177016436812e-01
1.479166666666666519e+00,1.509128596978678571e-01
1.500000000000000000e+00,1.509216797485322115e-01
1.520833333333333259e+00,1.509302352909781819e-01
1.541666666666666519e+00,1.509385991720852138e-01
1.562500000000000000e+00,1.509476093186203072e-01
1.583333333333333259e+00,1.509560905068799141e-01
1.604166666666666519e+00,1.509649222911908228e-01
1.625000000000000000e+00,1.509727973514220500e-01
1.645833333333333259e+00,1.509808121909106682e-01
1.666666666666666519e+00,1.509894095143010651e-01
1.687500000000000000e+00,1.509981469042890601e-01
1.708333333333333259e+00,1.510063354137594349e-01
